Car Model,Country,City,Price,QuantitySold,Sale,DateOfSale,CustomerID,CustomerName,Age,Gender,CarMake,CarModel,Year,CarType,PaymentMethod,SalespersonID,SalespersonName,DealershipLocation,Profit
Honda Civic,China,Shanghai,10620,7,74340,2025-02-22,CUST00127,Margaret Mason,34,Male,Ford,Chevrolet Malibu,2009,Minivan,Bank Transfer,SP069,Crystal Foster,"Elizabethfurt, Solomon Islands",5636
Toyota Corolla,Canada,Calgary,21510,4,86040,2025-02-23,CUST00128,Michael Edwards,20,Non-binary,Mercedes,Chevrolet Malibu,2015,SUV,Cash,SP031,Eric White,"Elizabethport, Montenegro",11122
Nissan Altima,Australia,Brisbane,11245,2,22490,2025-02-24,CUST00129,Melinda Simmons,55,Male,Nissan,Hyundai Elantra,2003,Sedan,Bank Transfer,SP028,Edward Evans,"Burnettton, Dominican Republic",11123
Hyundai Elantra,USA,Phoenix,87692,2,175384,2025-02-25,CUST00130,William Moore,50,Male,Nissan,Mercedes C-Class,2001,Convertible,Credit Card,SP027,Natalie Henry,"West Timothymouth, Nigeria",3199
Nissan Altima,Germany,Berlin,52177,8,417416,2025-02-26,CUST00131,Kevin Ford,53,Non-binary,Mercedes,Chevrolet Malibu,2016,Hatchback,Bank Transfer,SP073,Tracy Bailey,"Port Benjamin, Uruguay",702
Chevrolet Malibu,France,Lyon,88782,10,887820,2025-02-27,CUST00132,Jennifer Simmons,26,Male,BMW,Kia Optima,2019,Coupe,Bank Transfer,SP017,Steven Ward,"Johnsonshire, Guinea-Bissau",13354
Audi A4,Australia,Melbourne,24950,3,74850,2025-02-28,CUST00133,Mrs. Andrea Morrison,51,Male,Chevrolet,Ford Focus,2000,Hatchback,Bank Transfer,SP047,Jessica Young,"Smithside, Chad",1310
Hyundai Elantra,France,Paris,38646,5,193230,2025-03-01,CUST00134,Richard Blair,30,Male,Ford,Nissan Altima,2015,Sedan,Credit Card,SP036,Angela Cooper,"West Jennifer, Belarus",13193
Hyundai Elantra,France,Marseille,99038,7,693266,2025-03-02,CUST00135,Stacy Stewart,63,Female,Chevrolet,BMW 3 Series,2009,Coupe,Bank Transfer,SP015,Nicole Rodriguez,"Lake Emily, Antigua and Barbuda",13756
Ford Focus,Australia,Adelaide,55785,7,390495,2025-03-03,CUST00136,Christopher Martin,47,Male,Mercedes,BMW 3 Series,2021,Coupe,Lease,SP068,Zachary Perry,"South Jennyberg, South Africa",10810
Chevrolet Malibu,China,Beijing,34848,3,104544,2025-03-04,CUST00137,Krystal Smith,25,Non-binary,Mercedes,Audi A4,2005,Convertible,Credit Card,SP003,Timothy Watkins,"Michaelview, Nepal",1794
BMW 3 Series,Japan,Yokohama,18877,10,188770,2025-03-05,CUST00138,Caitlin Tucker,20,Non-binary,Mercedes,Kia Optima,2009,Sedan,Lease,SP038,Amber Keith,"West Scottmouth, Vietnam",9822
Hyundai Elantra,Germany,Frankfurt,58619,1,58619,2025-03-06,CUST00139,Brandon Jordan,62,Male,Hyundai,Ford Focus,2015,Hatchback,Credit Card,SP050,April Atkinson,"Davidton, Russian Federation",12765
Hyundai Elantra,UK,Glasgow,44000,6,264000,2025-03-07,CUST00140,Frederick Thornton,45,Female,Audi,Toyota Corolla,2016,Truck,Credit Card,SP095,Cassie Jacobson,"Karenbury, Korea",7330
Ford Focus,Germany,Hamburg,73447,6,440682,2025-03-08,CUST00141,Cassie Donaldson,58,Non-binary,Kia,Mercedes C-Class,2022,Coupe,Bank Transfer,SP045,Gabriel Hernandez,"West Lonniemouth, Costa Rica",8755
Chevrolet Malibu,India,Delhi,10313,5,51565,2025-03-09,CUST00142,Terry Young,18,Non-binary,Mercedes,Kia Optima,2005,Coupe,Credit Card,SP027,Caroline Moore,"East Terry, Gambia",13184
BMW 3 Series,China,Beijing,21162,8,169296,2025-03-10,CUST00143,Andrew Ford,57,Male,Mercedes,Hyundai Elantra,2021,SUV,Credit Card,SP044,Michael Montoya,"Michaelland, Singapore",14561
Ford Focus,UK,London,76235,7,533645,2025-03-11,CUST00144,Stephanie Kline,39,Male,Hyundai,Kia Optima,2013,SUV,Lease,SP027,Kimberly Perkins,"South Jenniferside, Afghanistan",5041
Mercedes C-Class,France,Nice,56947,6,341682,2025-03-12,CUST00145,Candice Kennedy MD,32,Male,Kia,Ford Focus,2012,Truck,Bank Transfer,SP048,Linda Williams,"Kevinville, Uruguay",1261
Audi A4,France,Toulouse,90019,9,810171,2025-03-13,CUST00146,Alan Ross,43,Male,BMW,Honda Civic,2007,Minivan,Cash,SP048,Ronnie Russo,"East Joel, Mongolia",6928
Mercedes C-Class,China,Shenzhen,45653,8,365224,2025-03-14,CUST00147,Kathleen Hendricks,19,Male,Ford,Chevrolet Malibu,2001,Minivan,Bank Transfer,SP002,Lisa Jackson,"Port Amberborough, Macedonia",7793
Audi A4,Canada,Vancouver,27204,10,272040,2025-03-15,CUST00148,Cindy Serrano,40,Non-binary,Nissan,BMW 3 Series,2002,Coupe,Lease,SP072,Shannon Little,"Montgomeryberg, Vietnam",3761
Chevrolet Malibu,Australia,Adelaide,40345,5,201725,2025-03-16,CUST00149,Michelle Landry,75,Female,Honda,Hyundai Elantra,2010,Coupe,Bank Transfer,SP073,Cynthia James,"Carterstad, Greece",914
Toyota Corolla,UK,Manchester,13851,2,27702,2025-03-17,CUST00150,Samantha Maldonado,19,Non-binary,Audi,Mercedes C-Class,2000,Convertible,Bank Transfer,SP012,Edward Robertson,"Derrickhaven, Zimbabwe",4074
BMW 3 Series,Italy,Rome,32847,10,328470,2025-03-18,CUST00151,Wayne Pena,28,Female,Audi,Hyundai Elantra,2021,Convertible,Bank Transfer,SP046,Dana Malone,"Lake Ginafurt, Korea",7301
Kia Optima,Italy,Milan,55893,4,223572,2025-03-19,CUST00152,Jason Smith PhD,67,Female,Toyota,Hyundai Elantra,2014,Hatchback,Credit Card,SP075,Stephen Rodgers,"Lake Melissa, Angola",13155
Chevrolet Malibu,China,Shanghai,45179,2,90358,2025-03-20,CUST00153,Patrick Ramos,47,Male,Hyundai,Nissan Altima,2004,Sedan,Cash,SP014,Ashlee Mayer,"Deniseside, Estonia",13903
Honda Civic,UK,Leeds,89675,10,896750,2025-03-21,CUST00154,Kevin Franklin,33,Non-binary,Mercedes,Toyota Corolla,2010,Coupe,Bank Transfer,SP066,Rachel Trujillo,"Maxchester, Cape Verde",11006
Ford Focus,USA,Los Angeles,17959,3,53877,2025-03-22,CUST00155,Steven Smith,42,Non-binary,Mercedes,Kia Optima,2003,Hatchback,Cash,SP013,Terry Parker,"Jodychester, Isle of Man",2892
Nissan Altima,Canada,Montreal,53262,10,532620,2025-03-23,CUST00156,Nicholas Walker,39,Non-binary,Nissan,Nissan Altima,2001,SUV,Bank Transfer,SP094,Edwin Bowers,"Leahland, Northern Mariana Islands",6689
BMW 3 Series,USA,Phoenix,20672,10,206720,2025-03-24,CUST00157,Yolanda Smith,59,Female,Honda,Nissan Altima,2007,Hatchback,Bank Transfer,SP057,April Scott,"Timothyland, Isle of Man",8352
Nissan Altima,Japan,Osaka,74985,6,449910,2025-03-25,CUST00158,Johnny Harvey,38,Non-binary,Chevrolet,Mercedes C-Class,2002,Hatchback,Bank Transfer,SP027,Justin Esparza,"New Danaport, Svalbard & Jan Mayen Islands",2983
Toyota Corolla,Germany,Hamburg,22332,1,22332,2025-03-26,CUST00159,Amber Harrington,60,Non-binary,Honda,Ford Focus,2020,Convertible,Credit Card,SP041,Brandy Martinez,"New Ethan, Israel",1836
Nissan Altima,China,Shenzhen,13188,6,79128,2025-03-27,CUST00160,Steven Shelton,28,Male,Hyundai,Kia Optima,2019,Hatchback,Lease,SP091,Gary Bishop,"North Patrickburgh, United States Minor Outlying Islands",11932
Ford Focus,UK,London,64578,1,64578,2025-03-28,CUST00161,Chris Roberts,58,Non-binary,Chevrolet,Kia Optima,2011,Convertible,Cash,SP098,Deborah Thompson,"Stephenfurt, Tunisia",8451
Audi A4,UK,Leeds,86385,10,863850,2025-03-29,CUST00162,Cassie Fry,27,Non-binary,Toyota,Chevrolet Malibu,2002,SUV,Lease,SP052,Tiffany Costa,"West Scotttown, Guam",12710
Toyota Corolla,India,Chennai,46165,10,461650,2025-03-30,CUST00163,Chad Rose,61,Male,Kia,Mercedes C-Class,2016,Minivan,Bank Transfer,SP073,Ryan Morrow,"Port Timothy, Gabon",1097
Mercedes C-Class,Canada,Vancouver,19911,9,179199,2025-03-31,CUST00164,Jacqueline Harrison,68,Female,Mercedes,Honda Civic,2001,Truck,Lease,SP076,Susan Graves,"Christianberg, Romania",1711
Hyundai Elantra,USA,Chicago,31855,6,191130,2025-04-01,CUST00165,Kim Murray,34,Male,Audi,Mercedes C-Class,2014,Sedan,Lease,SP046,Felicia Dominguez,"Lake Jennifer, Finland",8554
Chevrolet Malibu,UK,Glasgow,14057,3,42171,2025-04-02,CUST00166,Carl Jackson,30,Male,Ford,Chevrolet Malibu,2018,SUV,Lease,SP026,Rhonda Lawrence,"Josephbury, Somalia",8650
Kia Optima,USA,Chicago,96314,1,96314,2025-04-03,CUST00167,Susan Nelson,57,Female,Honda,Hyundai Elantra,2017,Hatchback,Bank Transfer,SP042,Cesar Esparza,"North Brittany, Malaysia",3685
Honda Civic,India,Mumbai,40846,2,81692,2025-04-04,CUST00168,Christopher Melendez,25,Non-binary,Chevrolet,Kia Optima,2019,Coupe,Cash,SP074,Nicholas Davis,"North Kaylamouth, Iran",1296
Nissan Altima,Italy,Rome,95851,4,383404,2025-04-05,CUST00169,Lawrence Turner,55,Non-binary,Nissan,Honda Civic,2011,Convertible,Cash,SP073,Brian Hayes,"Nicholsshire, Estonia",11807
Nissan Altima,UK,Glasgow,84155,10,841550,2025-04-06,CUST00170,Lawrence Guzman,66,Non-binary,Ford,Mercedes C-Class,2009,Convertible,Lease,SP045,Joshua Stewart,"West Chad, Wallis and Futuna",11965
Chevrolet Malibu,UK,Manchester,72476,7,507332,2025-04-07,CUST00171,Michaela Hobbs,55,Female,Hyundai,Kia Optima,2009,Convertible,Lease,SP014,Jessica Hunt,"Floydville, Nepal",10743
Hyundai Elantra,China,Guangzhou,92313,10,923130,2025-04-08,CUST00172,Todd Beard,19,Non-binary,Nissan,Chevrolet Malibu,2018,Truck,Cash,SP095,Aaron Baker,"Patrickborough, Argentina",9578
Chevrolet Malibu,Japan,Nagoya,46329,10,463290,2025-04-09,CUST00173,William Torres,59,Male,Audi,Audi A4,2022,SUV,Cash,SP066,Erin Wright,"Alexandraland, Philippines",11991
Ford Focus,USA,New York,79153,1,79153,2025-04-10,CUST00174,Monica Hodges,23,Female,Mercedes,Chevrolet Malibu,2013,Truck,Lease,SP047,Brandy Brown,"Ericchester, Bermuda",12988
Chevrolet Malibu,Germany,Cologne,11494,9,103446,2025-04-11,CUST00175,Erik Manning,71,Non-binary,BMW,Hyundai Elantra,2016,SUV,Credit Card,SP037,Tina Parrish,"East Jamesshire, Cook Islands",4606
Honda Civic,India,Chennai,72447,3,217341,2025-04-12,CUST00176,Christopher Walters,32,Male,Nissan,BMW 3 Series,2019,Sedan,Lease,SP005,Nicole Barnett,"South John, Monaco",10212
Ford Focus,Canada,Montreal,91926,2,183852,2025-04-13,CUST00177,Steven Delacruz,50,Non-binary,Ford,Audi A4,2000,Coupe,Cash,SP025,Nancy Lowe,"South Linda, Sudan",8542
Hyundai Elantra,Japan,Osaka,93732,5,468660,2025-04-14,CUST00178,Ryan Bradford,49,Non-binary,Kia,Kia Optima,2003,Hatchback,Credit Card,SP018,Courtney Small,"New Stephanieberg, Namibia",11502
Honda Civic,Germany,Hamburg,16398,1,16398,2025-04-15,CUST00179,Jacqueline Miller,69,Non-binary,Chevrolet,Toyota Corolla,2009,Coupe,Credit Card,SP071,Joel Waters,"West Teresa, Vietnam",13133
Nissan Altima,Australia,Adelaide,90466,8,723728,2025-04-16,CUST00180,Lisa Chavez,20,Non-binary,Ford,Honda Civic,2011,Coupe,Cash,SP041,William Nguyen,"Port Kristaton, Iran",11647
Nissan Altima,India,Delhi,13238,8,105904,2025-04-17,CUST00181,Michael Anderson,37,Female,Toyota,Honda Civic,2015,Minivan,Cash,SP095,Tammy Mckee,"Lake Williambury, Uganda",12552
BMW 3 Series,China,Guangzhou,78511,5,392555,2025-04-18,CUST00182,Anna Anderson,57,Female,Honda,Chevrolet Malibu,2015,Hatchback,Lease,SP004,Ryan Gonzalez,"Angelaton, Malta",3136
Ford Focus,France,Marseille,57696,8,461568,2025-04-19,CUST00183,William Lee,28,Non-binary,Toyota,Kia Optima,2001,Convertible,Bank Transfer,SP051,Barry Kane,"Port Kaylahaven, Andorra",898
Chevrolet Malibu,Italy,Naples,78415,3,235245,2025-04-20,CUST00184,John Barker,55,Non-binary,Mercedes,Hyundai Elantra,2017,Truck,Credit Card,SP031,Angela Rosales,"Castanedamouth, Portugal",2842
Kia Optima,India,Delhi,63855,9,574695,2025-04-21,CUST00185,Raymond Sanchez,51,Non-binary,Chevrolet,Nissan Altima,2015,Sedan,Lease,SP045,Deanna Pierce,"Ritterburgh, Egypt",3468
Ford Focus,UK,London,60291,6,361746,2025-04-22,CUST00186,Kathleen Branch,26,Non-binary,Nissan,BMW 3 Series,2017,Convertible,Lease,SP049,Rebecca Zimmerman,"Port Cory, Comoros",4094
Ford Focus,Australia,Brisbane,22953,3,68859,2025-04-23,CUST00187,Steven Allen,72,Female,Honda,Chevrolet Malibu,2003,Coupe,Lease,SP024,Anthony Hayes,"North Danielberg, Benin",12426
Chevrolet Malibu,UK,Glasgow,60107,9,540963,2025-04-24,CUST00188,Corey Henderson,47,Female,Kia,Hyundai Elantra,2015,Convertible,Cash,SP065,Miguel Phelps,"Monicaton, Bermuda",2155
Mercedes C-Class,China,Chongqing,31346,8,250768,2025-04-25,CUST00189,Madison Terry,30,Female,Hyundai,Kia Optima,2001,Convertible,Bank Transfer,SP057,Debbie Smith,"Amandafurt, Niue",13956
BMW 3 Series,China,Shanghai,26875,3,80625,2025-04-26,CUST00190,James Mann,35,Female,BMW,Toyota Corolla,2020,Minivan,Cash,SP011,Christopher Hernandez,"East Michelle, Puerto Rico",12575
Toyota Corolla,USA,New York,42367,1,42367,2025-04-27,CUST00191,Anthony Espinoza,46,Female,Nissan,Honda Civic,2008,Coupe,Cash,SP030,Morgan Horton,"Staceyport, Monaco",10633
Honda Civic,Germany,Hamburg,58353,4,233412,2025-04-28,CUST00192,Tyler Juarez,27,Non-binary,Honda,Chevrolet Malibu,2003,Sedan,Bank Transfer,SP076,Erin Newman,"West Jeremyside, Czech Republic",2641
BMW 3 Series,Italy,Palermo,50885,7,356195,2025-04-29,CUST00193,Virginia Johns,28,Non-binary,Audi,Ford Focus,2017,Coupe,Credit Card,SP076,Kenneth Kelley,"Clarkville, Turkmenistan",13409
Hyundai Elantra,Canada,Toronto,65626,10,656260,2025-04-30,CUST00194,Michael Whitaker,24,Non-binary,Mercedes,Audi A4,2001,Minivan,Bank Transfer,SP012,Nicholas Fox,"Morganbury, Italy",2267
Hyundai Elantra,Germany,Cologne,45220,5,226100,2025-05-01,CUST00195,Michael Lindsey MD,50,Female,Hyundai,Hyundai Elantra,2012,Convertible,Cash,SP059,Scott Charles,"North James, Cuba",13710
BMW 3 Series,Australia,Brisbane,82112,10,821120,2025-05-02,CUST00196,Glenda Miller,51,Female,Hyundai,Toyota Corolla,2008,Truck,Bank Transfer,SP044,Emily Taylor,"Port Aaronfort, Northern Mariana Islands",6187
Audi A4,Japan,Nagoya,93779,4,375116,2025-05-03,CUST00197,Jamie Ibarra,40,Female,Mercedes,Mercedes C-Class,2013,Hatchback,Cash,SP030,Gwendolyn Rodriguez,"New Thomas, Wallis and Futuna",8077
Audi A4,India,Bangalore,26821,6,160926,2025-05-04,CUST00198,Denise Johnson,56,Male,Nissan,Chevrolet Malibu,2015,SUV,Lease,SP016,Matthew King,"Christineborough, Gabon",12023
BMW 3 Series,Australia,Adelaide,10746,6,64476,2025-05-05,CUST00199,Victor Moore,66,Female,Kia,Mercedes C-Class,2022,Hatchback,Cash,SP099,Stacy Nichols,"Lake Tanyaburgh, Palestinian Territory",4257
Mercedes C-Class,India,Hyderabad,71484,4,285936,2025-05-06,CUST00200,Andres Mccann,74,Male,Chevrolet,Audi A4,2021,SUV,Cash,SP048,Suzanne Watson,"West Julia, Norfolk Island",13078
Hyundai Elantra,UK,Glasgow,59346,8,474768,2025-05-07,CUST00201,Eugene Vasquez,36,Non-binary,BMW,Nissan Altima,2020,Coupe,Lease,SP077,Isabel Brown,"Port Amy, Papua New Guinea",9245
Kia Optima,USA,Phoenix,13253,4,53012,2025-05-08,CUST00202,Jeffrey Green,53,Female,Ford,Toyota Corolla,2007,Coupe,Bank Transfer,SP040,Michelle Kirk,"Michaelborough, Chad",14972
Chevrolet Malibu,Italy,Naples,35559,10,355590,2025-05-09,CUST00203,Olivia Mayer,57,Female,Chevrolet,Ford Focus,2018,Convertible,Credit Card,SP029,Justin Martin,"Longfurt, Barbados",6082
Kia Optima,UK,Leeds,61937,8,495496,2025-05-10,CUST00204,Emily Gonzales,53,Female,Toyota,Mercedes C-Class,2023,Convertible,Bank Transfer,SP083,Travis Faulkner,"New Katherineland, Singapore",10229
Ford Focus,USA,Phoenix,75572,1,75572,2025-05-11,CUST00205,Ryan Potter,32,Male,Ford,BMW 3 Series,2007,Convertible,Credit Card,SP086,Mary Yu,"New Amanda, Poland",1546
Chevrolet Malibu,Italy,Milan,60980,7,426860,2025-05-12,CUST00206,Arthur Miller,19,Non-binary,Toyota,Kia Optima,2019,SUV,Bank Transfer,SP054,Dustin Jones,"East Justin, Bahrain",8131
Nissan Altima,France,Paris,68108,3,204324,2025-05-13,CUST00207,Anne Zamora,41,Non-binary,Mercedes,Audi A4,2006,SUV,Cash,SP100,Zachary Barrett,"East Kathleenside, Seychelles",5670
Mercedes C-Class,Canada,Calgary,91207,5,456035,2025-05-14,CUST00208,Michael Caldwell,67,Male,Mercedes,Kia Optima,2019,Sedan,Cash,SP089,Claire Miller,"Joelside, Thailand",14404
Honda Civic,USA,Chicago,21961,7,153727,2025-05-15,CUST00209,Ryan Silva,71,Non-binary,Kia,Kia Optima,2012,Truck,Credit Card,SP079,Preston Williamson,"South Erika, Monaco",2716
Chevrolet Malibu,Australia,Sydney,77757,4,311028,2025-05-16,CUST00210,Juan Burton,31,Male,Kia,Audi A4,2022,Sedan,Cash,SP048,Timothy Reynolds,"Buckport, Iraq",14274
Nissan Altima,France,Toulouse,13974,5,69870,2025-05-17,CUST00211,Allison Hamilton,22,Female,Chevrolet,Hyundai Elantra,2015,Hatchback,Cash,SP007,Dr. Mark Gonzalez,"West Laurastad, French Southern Territories",12320
BMW 3 Series,USA,Los Angeles,90541,10,905410,2025-05-18,CUST00212,Glenn Dixon,59,Non-binary,Audi,Hyundai Elantra,2002,Hatchback,Credit Card,SP014,Connie Estes,"Port Walterside, Haiti",9675
Mercedes C-Class,Germany,Berlin,23273,10,232730,2025-05-19,CUST00213,Jodi Gibbs,39,Male,Kia,Kia Optima,2016,Minivan,Bank Transfer,SP074,Brandon Gray,"Barrystad, Botswana",2716
Mercedes C-Class,India,Hyderabad,73359,1,73359,2025-05-20,CUST00214,Kimberly Douglas,53,Male,Ford,BMW 3 Series,2015,Coupe,Bank Transfer,SP094,John Douglas,"West Mackenzie, Slovakia (Slovak Republic)",4409
Honda Civic,Canada,Calgary,23020,7,161140,2025-05-21,CUST00215,Crystal Hall,62,Female,Honda,Hyundai Elantra,2009,SUV,Lease,SP037,Sharon Terry,"Anitamouth, Pitcairn Islands",4008
Hyundai Elantra,Japan,Sapporo,65955,5,329775,2025-05-22,CUST00216,Dennis Taylor,28,Male,Chevrolet,Ford Focus,2022,Coupe,Cash,SP089,Pamela Miller,"Castroburgh, Mali",4774
Audi A4,Italy,Palermo,98504,2,197008,2025-05-23,CUST00217,Andrew Hill,35,Female,Ford,Chevrolet Malibu,2022,Coupe,Bank Transfer,SP027,Frank Holland,"Port Jaime, Korea",14990
Toyota Corolla,USA,Los Angeles,82056,6,492336,2025-05-24,CUST00218,Jared Peck,43,Non-binary,Chevrolet,Nissan Altima,2020,Minivan,Credit Card,SP071,Dr. Bernard Baker,"Port Brandiburgh, United States Minor Outlying Islands",6553
Ford Focus,UK,Leeds,97489,4,389956,2025-05-25,CUST00219,Reginald Jones,75,Female,Honda,Hyundai Elantra,2022,Convertible,Bank Transfer,SP016,Robert Collins,"New Nicholasbury, Macedonia",10163
Honda Civic,India,Hyderabad,94539,9,850851,2025-05-26,CUST00220,Robert Ruiz,73,Female,Mercedes,Mercedes C-Class,2021,Hatchback,Lease,SP052,Elizabeth Lewis,"Gonzaleztown, Monaco",14208
Hyundai Elantra,Japan,Osaka,65931,9,593379,2025-05-27,CUST00221,Tracey Ross,20,Female,Ford,Audi A4,2004,SUV,Credit Card,SP006,Emily Moss,"Jennifershire, Estonia",12458
Chevrolet Malibu,China,Shanghai,81293,8,650344,2025-05-28,CUST00222,Kristin Miller,65,Male,Hyundai,Honda Civic,2017,SUV,Cash,SP023,Jacob Bean,"Sloanmouth, Myanmar",10763
Mercedes C-Class,Germany,Munich,41099,3,123297,2025-05-29,CUST00223,Dana Luna,46,Male,Chevrolet,Hyundai Elantra,2017,SUV,Credit Card,SP009,William Ball,"New Jessica, American Samoa",10831
Honda Civic,Australia,Melbourne,86533,3,259599,2025-05-30,CUST00224,Maria Padilla,38,Non-binary,Honda,Hyundai Elantra,2014,Sedan,Credit Card,SP047,Tom Wyatt,"Ashleyfort, France",3144
Kia Optima,China,Shanghai,69360,3,208080,2025-05-31,CUST00225,Jon Mcgee,49,Female,Kia,Nissan Altima,2017,Minivan,Credit Card,SP030,Ellen White,"Reynoldsberg, Malta",7531
Kia Optima,USA,Phoenix,20412,2,40824,2025-06-01,CUST00226,Rebecca Cowan,75,Female,Hyundai,Toyota Corolla,2023,Minivan,Lease,SP034,Andrew Ortega,"Morrisfort, Liberia",8382
Audi A4,France,Lyon,67251,4,269004,2025-06-02,CUST00227,Darrell Edwards,46,Male,Ford,BMW 3 Series,2003,Coupe,Cash,SP094,Robert Armstrong,"Monicaburgh, Djibouti",3218
Hyundai Elantra,India,Delhi,27095,5,135475,2025-06-03,CUST00228,Bianca Ortega,39,Female,Toyota,Chevrolet Malibu,2015,Convertible,Bank Transfer,SP087,Curtis Anderson,"West Jeffreymouth, Cote d'Ivoire",8790
Nissan Altima,Australia,Perth,74672,1,74672,2025-06-04,CUST00229,Hannah Mathews,40,Female,Kia,Toyota Corolla,2022,SUV,Cash,SP032,Timothy Brown,"Moralesfort, Montserrat",9178
Toyota Corolla,Australia,Brisbane,43164,3,129492,2025-06-05,CUST00230,Ronald Johnson,30,Female,Hyundai,Audi A4,2001,Truck,Bank Transfer,SP016,Emily Evans,"Melissafort, Honduras",11810
Audi A4,UK,London,58033,2,116066,2025-06-06,CUST00231,Angel Rowe,46,Non-binary,Hyundai,BMW 3 Series,2010,Sedan,Cash,SP073,Michael Johnson,"Vegaton, French Southern Territories",4841
Audi A4,Germany,Frankfurt,96003,1,96003,2025-06-07,CUST00232,Travis Fuller,56,Male,Chevrolet,Hyundai Elantra,2020,Convertible,Bank Transfer,SP001,Jamie Curry,"New Patriciafurt, Bolivia",11209
Chevrolet Malibu,Germany,Hamburg,31069,4,124276,2025-06-08,CUST00233,Dr. Joan Sawyer,33,Non-binary,Chevrolet,Toyota Corolla,2010,Convertible,Cash,SP027,Carol Cunningham,"East Troy, Bhutan",762
BMW 3 Series,Japan,Nagoya,31477,8,251816,2025-06-09,CUST00234,Mrs. Patricia Butler,39,Female,Chevrolet,Honda Civic,2021,Minivan,Bank Transfer,SP010,Judy King,"Robinshire, United Arab Emirates",11449
Chevrolet Malibu,China,Beijing,25752,4,103008,2025-06-10,CUST00235,Tara Jacobs,26,Non-binary,Mercedes,Chevrolet Malibu,2003,Coupe,Lease,SP064,Jordan Spence,"Johnside, Libyan Arab Jamahiriya",7543
Hyundai Elantra,Japan,Sapporo,95576,2,191152,2025-06-11,CUST00236,Debbie Mendez,44,Female,Kia,BMW 3 Series,2023,Hatchback,Cash,SP007,Brandon Daniels DDS,"New Stephanie, Switzerland",13638
Toyota Corolla,China,Shenzhen,91068,4,364272,2025-06-12,CUST00237,Brian Barnett,25,Female,Toyota,Nissan Altima,2000,Coupe,Credit Card,SP009,Karen Bailey,"South Gabrieltown, Korea",14004
Toyota Corolla,USA,Chicago,11954,9,107586,2025-06-13,CUST00238,Joseph Duran,72,Male,Hyundai,Audi A4,2002,Convertible,Credit Card,SP013,Jason Leach,"South Spencer, Saudi Arabia",6486
Honda Civic,France,Lyon,53879,6,323274,2025-06-14,CUST00239,Aaron Palmer,66,Male,Nissan,Audi A4,2004,SUV,Cash,SP026,Devon Ortiz,"Theresashire, Central African Republic",4369
Nissan Altima,France,Paris,92697,8,741576,2025-06-15,CUST00240,Brooke Oneill,58,Female,Nissan,Toyota Corolla,2018,Coupe,Credit Card,SP052,Makayla Johnson,"Lake Paula, Belize",5500
BMW 3 Series,Italy,Palermo,74854,9,673686,2025-06-16,CUST00241,Raymond Hill,58,Non-binary,Mercedes,Hyundai Elantra,2006,Truck,Bank Transfer,SP075,Beth Smith,"Port Tonyatown, San Marino",11250
Mercedes C-Class,USA,Los Angeles,24578,6,147468,2025-06-17,CUST00242,Jessica Carrillo,36,Non-binary,Honda,Toyota Corolla,2023,Convertible,Credit Card,SP087,Tracy Cobb,"Ellisonfort, Italy",10972
